Specimen,Subfamily,Tribe,Genus,Species,Element,Formation,Member,State,Region,Epoch,NALMA,TrueArea(cm2),EnamelLength(cm),OEI
USNM 7507,Equinae,Equini,Protohippus ,placidus,P3,Ogallala,,Kansas,Great Plains,Miocene,Hemphillian,3.851,18.801,9.581
USNM 7514,Equinae,Hipparionini,Cormohipparion ,sp.,,Ogallala,,Kansas,Great Plains,Miocene,Hemphillian,4.013,26.216,13.087
USNM 7530,Equinae,Hipparionini,Neohipparion,affine,,Ogallala,,Kansas,Great Plains,Miocene,Hemphillian,4.778,22.604,10.341
USNM 7700,Equinae,Equini,Equus,scotti,P3,Yukon River,,Alaska,Polar,Pleistocene,Irv/Rancho,6.281,26.964,10.759
USNM 7868,Equinae,Equini,Equus,hatcheri,P3,Hay Springs,,Nebraska,Great Plains,Pleistocene,Irv/Rancho,9.62,32.958,10.626
USNM 7935,Equinae,Equini,Equus,scotti,,,,West Virginia,Eastern US,Pleistocene,Irv/Rancho,5.647,27.879,11.732
USNM 8265,Equinae,Hipparionini,Hipparion,plicatile,M2,Bone Valley,,Florida,Gulf Coast,Miocene,Hemphillian,4.561,24.063,11.267
USNM 8268,Equinae,Equini,Equus,sp.,,Palmetto,,Florida,Gulf Coast,Pleistocene,Irv/Rancho,7.125,30.659,11.486
USNM 8426,Equinae,Equini,Equus,lambei,P3,,,Yukon,Polar,Pleistocene,Irv/Rancho,6.783,23.639,9.076
USNM 8642,Equinae,Equini,Equus,holmesi,P3,Sulpher Spring,,Oklahoma,Great Plains,Pleistocene,Irv/Rancho,7.816,29.251,10.463
USNM 876,Equinae,Equini,Equus,scotti,,,,Ohio,Eastern US,Pleistocene,Irv/Rancho,6.996,32.143,12.152
USNM 8813,Equinae,Equini,Equus,sp.,,,,Massachusetts,Eastern US,Pleistocene,Irv/Rancho,7.27,30.109,11.167
USNM 882,Equinae,Equini,Equus,fraternus,,,,Massachusetts,Eastern US,Pleistocene,Irv/Rancho,5.155,25.301,11.144
USNM 8945,Equinae,Equini,Equus,leidyi,,,,Tennessee,Eastern US,Pleistocene,Irv/Rancho,4.931,23.046,10.378
USNM 9464,Equinae,Equini,Equus,pacificus,,,,Iowa,Great Plains,Pleistocene,Irv/Rancho,8.203,29.532,10.311
UWBM 17938,Equinae,"""Merychippini""",Merychippus,sp.,,Virgin Valley,,Nevada,Columbia Plateau,Miocene,Barstovian,2.882,18.289,10.773
UWBM 19200,Equinae,Equini,Equus,lambei,,,,Alaska,Polar,Pleistocene,Irv/Rancho,11.58,41.886,12.309
UWBM 19201,Equinae,Equini,Equus,lambei,,,,Alaska,Polar,Pleistocene,Irv/Rancho,13.691,44.684,12.076
UWBM 19202,Equinae,Equini,Equus,lambei,,,,Alaska,Polar,Pleistocene,Irv/Rancho,8.364,32.009,11.068
UWBM 19203,Equinae,Equini,Equus,lambei,,,,Alaska,Polar,Pleistocene,Irv/Rancho,11.159,38.905,11.646
UWBM 22278,Equinae,Equini,Equus ,simplicidens ,P2,Tehama,,California,California ,Pliocene,Blancan,7.424,23.709,8.702
UWBM 22296,Equinae,Equini,Equus ,simplicidens ,,Tehama,,California,California ,Pliocene,Blancan,7.71,24.128,8.689
UWBM 22297,Equinae,Equini,Equus ,simplicidens ,M2,Tehama,,California,California ,Pliocene,Blancan,6.723,24.19,9.329
UWBM 22298,Equinae,Equini,Equus ,simplicidens ,,Tehama,,California,California ,Pliocene,Blancan,6.247,23.428,9.373
UWBM 22299,Equinae,Equini,Equus ,simplicidens ,P3,Tehama,,California,California ,Pliocene,Blancan,7.31,25.304,9.359
UWBM 22300,Equinae,Equini,Equus ,simplicidens ,P4,Tehama,,California,California ,Pliocene,Blancan,7.066,24.902,9.368
UWBM 28027,Equinae,Equini,Equus,sp.,,,,Texas,Great Plains,Pleistocene,Irv/Rancho,6.529,25.526,9.990
UWBM 28027,Equinae,Equini,Equus,sp.,,,,Texas,Great Plains,Pleistocene,Irv/Rancho,6.219,26.252,10.527
UWBM 40927,Anchitheriinae,"""Anchitheriini""",Desmatippus,sp.,,Mascall,,Oregon,Columbia Plateau,Miocene,Barstovian,2.936,15.508,9.051
UWBM 40927,Anchitheriinae,"""Anchitheriini""",Desmatippus,sp.,,Mascall,,Oregon,Columbia Plateau,Miocene,Barstovian,2.433,14.235,9.126
UWBM 42136,Equinae,Equini,Equus,simplicedens,,Ringold,,Washington,Columbia Plateau,Pliocene,Blancan,7.239,27.111,10.076
UWBM 42323,Equinae,Equini,Equus,simplicedens,M3,Ringold,,Washington,Columbia Plateau,Pliocene,Blancan,6.024,22.834,9.303
UWBM 42331,Equinae,Equini,Equus,simplicedens,,Ringold,,Washington,Columbia Plateau,Pliocene,Blancan,6.575,24.067,9.386
UWBM 45033,Equinae,Equini,Equus,simplicedens,M1,Ringold,,Washington,Columbia Plateau,Pliocene,Blancan,5.405,21.273,9.150
UWBM 45033,Equinae,Equini,Equus,simplicedens,M2,Ringold,,Washington,Columbia Plateau,Pliocene,Blancan,6.178,22.001,8.852
UWBM 45033,Equinae,Equini,Equus,simplicedens,M3,Ringold,,Washington,Columbia Plateau,Pliocene,Blancan,5.873,23.006,9.493
UWBM 45102,Equinae,Equini,Equus,simplicedens,,Ringold,,Washington,Columbia Plateau,Pliocene,Blancan,8.604,29.27,9.979
UWBM 48724,Equinae,Hipparionini,Hipparion,sp.,,Shutler,,Oregon,Columbia Plateau,Miocene,Hemphillian,4.828,25.305,11.517
UWBM 50008,Equinae,Equini,Equus,sp.,M3,,,Alaska,Polar,Pleistocene,Irv/Rancho,7.57,27.424,9.967
UWBM 50008,Equinae,Equini,Equus,sp.,M3,,,Alaska,Polar,Pleistocene,Irv/Rancho,8.153,28.723,10.059
UWBM 58727,Equinae,Equini,Equus,simplicedens,,Glenns Ferry,,Idaho,Columbia Plateau,Pliocene,Blancan,6.423,20.238,7.985
UWBM 58727,Equinae,Equini,Equus,simplicedens,P3,Glenns Ferry,,Idaho,Columbia Plateau,Pliocene,Blancan,7.582,24.732,8.982
UWBM 58727,Equinae,Equini,Equus,simplicedens,M1,Glenns Ferry,,Idaho,Columbia Plateau,Pliocene,Blancan,7.246,24.758,9.197
UWBM 58727,Equinae,Equini,Equus,simplicedens,M2,Glenns Ferry,,Idaho,Columbia Plateau,Pliocene,Blancan,8.452,25.832,8.885
UWBM 58727,Equinae,Equini,Equus,simplicedens,M3,Glenns Ferry,,Idaho,Columbia Plateau,Pliocene,Blancan,7.615,26.954,9.768
UWBM 59241,Equinae,Hipparionini,Nannippus,sp.,P3,Dalles Group,,Oregon,Columbia Plateau,Miocene,Hemphillian,2.134,11.866,8.123
UWBM 59241,Equinae,Hipparionini,Nannippus,sp.,P4,Dalles Group,,Oregon,Columbia Plateau,Miocene,Hemphillian,2.407,10.314,6.648
UWBM 59241,Equinae,Hipparionini,Nannippus,sp.,M2,Dalles Group,,Oregon,Columbia Plateau,Miocene,Hemphillian,1.804,11.847,8.820
UWBM 59241,Equinae,Hipparionini,Nannippus,sp.,M3,Dalles Group,,Oregon,Columbia Plateau,Miocene,Hemphillian,2.072,13.339,9.267
UWBM 61573,Equinae,Hipparionini,Nannippus,sp.,P2,McKay,,Oregon,Columbia Plateau,Miocene,Hemphillian,4.927,25.024,11.274
UWBM 71401,Equinae,"""Merychippini""",Merychippus,sp.,,Flint Creek,,Montana,Great Plains,Miocene,Barstovian,2.907,16.794,9.850
UWBM 71401,Equinae,"""Merychippini""",Merychippus,sp.,,Flint Creek,,Montana,Great Plains,Miocene,Barstovian,2.778,14.755,8.853
UWBM 75621,Equinae,Equini,Equus,sp.,,Fossil Lake,,Oregon,Columbia Plateau,Pleistocene,Irv/Rancho,11.445,34.799,10.286
UWBM 80705,Equinae,Equini,Equus,simplicedens,,Ringold,,Washington,Columbia Plateau,Pliocene,Blancan,7.642,27.365,9.899
UWBM 87138,Equinae,Equini,Equus,sp.,P4,,,Alaska,Polar,Pleistocene,Irv/Rancho,8.836,30.716,10.333
UWBM 87138,Equinae,Equini,Equus,sp.,M2,,,Alaska,Polar,Pleistocene,Irv/Rancho,7.029,27.93,10.535
UWBM 87138,Equinae,Equini,Equus,sp.,M3,,,Alaska,Polar,Pleistocene,Irv/Rancho,7.219,30.635,11.402
